,organism,%_match,BP_Match,NA,NA,MM-1,Len(match),LocF,LocR,Prob,Expect
fabA_3_226,CP006698.1,100,10,0,0,7,16,455989,455980,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,7,16,475589,475580,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,8,17,517567,517558,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,8,17,711279,711270,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,5,14,719339,719330,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,3,12,769431,769422,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,7,16,827355,827346,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,10,19,839356,839347,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,1,10,888127,888118,244,20.3
fabA_3_226,CP006698.1,92.857,14,1,0,2,15,898925,898912,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,8,17,1031654,1031645,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,7,16,1040744,1040735,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,4,13,1041071,1041062,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,6,15,1066437,1066428,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,11,20,1120654,1120645,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,4,13,1155319,1155310,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,1,10,1258359,1258350,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,2,11,1390018,1390009,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,11,20,1482867,1482858,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,8,17,1567961,1567952,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,1,10,1596177,1596168,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,8,17,1732141,1732132,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,10,19,2180335,2180326,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,1,10,2391484,2391475,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,1,10,2473963,2473954,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,1,10,2607538,2607529,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,6,15,2643092,2643083,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,4,13,3005844,3005835,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,5,14,3039953,3039944,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,6,15,3503981,3503972,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,10,19,3559007,3558998,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,4,13,3714469,3714460,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,8,17,3792887,3792878,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,6,15,3860748,3860739,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,9,18,3896055,3896046,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,2,11,3973414,3973405,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,8,17,4043271,4043262,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,10,19,4148115,4148106,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,8,17,4442979,4442970,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,11,20,4450796,4450787,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,10,19,4467811,4467802,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,8,17,4484456,4484447,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,7,16,4525060,4525051,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,2,11,4577565,4577556,244,20.3
fabA_3_226,CP006698.1,100,10,0,0,6,15,4584059,4584050,244,20.3
fabA_3_226,CP006698.1,100,9,0,0,4,12,9375,9383,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,14814,14822,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,38220,38228,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,50994,51002,964,18.3
fabA_3_226,CP006698.1,92.308,13,1,0,2,14,58490,58502,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,62557,62565,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,62699,62707,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,64408,64416,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,75869,75877,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,128373,128381,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,170344,170352,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,218513,218521,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,228698,228706,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,246255,246263,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,248899,248907,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,249657,249665,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,266552,266560,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,6,14,296910,296918,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,303676,303684,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,323661,323669,964,18.3
fabA_3_226,CP006698.1,92.308,13,1,0,7,19,333876,333888,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,364495,364503,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,376835,376843,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,379470,379478,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,388499,388507,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,395220,395228,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,404107,404115,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,427179,427187,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,436104,436112,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,480489,480497,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,509255,509263,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,513951,513959,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,523218,523226,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,565318,565326,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,590574,590582,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,591054,591062,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,597600,597608,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,647014,647022,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,685089,685097,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,716570,716578,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,717084,717092,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,725248,725256,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,727279,727287,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,735952,735960,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,742781,742789,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,774756,774764,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,780894,780902,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,822783,822791,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,824014,824022,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,835234,835242,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,840373,840381,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,850572,850580,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,868481,868489,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,893670,893678,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,909318,909326,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,914055,914063,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,939580,939588,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,947571,947579,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,969240,969248,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,977533,977541,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,979401,979409,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,991675,991683,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,1076122,1076130,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,1089220,1089228,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,1097698,1097706,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,1114529,1114537,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,1115233,1115241,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,1128453,1128461,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,1135121,1135129,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,1174568,1174576,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,1180295,1180303,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,1190957,1190965,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,1261760,1261768,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,1267792,1267800,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,1282950,1282958,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,1311681,1311689,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,1323071,1323079,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,1359793,1359801,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,1359986,1359994,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,1360155,1360163,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,1364784,1364792,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,1367208,1367216,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,1394078,1394086,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,1444655,1444663,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,1451890,1451898,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,1497035,1497043,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,1510502,1510510,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,1526499,1526507,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,1569648,1569656,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,1570175,1570183,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,1598946,1598954,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,1654783,1654791,964,18.3
fabA_3_226,CP006698.1,92.308,13,1,0,1,13,1657586,1657598,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,1681053,1681061,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,1683803,1683811,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,1691771,1691779,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,1696331,1696339,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,1754278,1754286,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,1773387,1773395,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,1800294,1800302,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,1821722,1821730,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,1841417,1841425,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,1842093,1842101,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,1845131,1845139,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,1850178,1850186,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,1863067,1863075,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,1892198,1892206,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,1901397,1901405,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,1940221,1940229,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,1969374,1969382,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,1999216,1999224,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,2023874,2023882,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,6,14,2058387,2058395,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,2076538,2076546,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,6,14,2103425,2103433,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,2117854,2117862,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,2118981,2118989,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,2141442,2141450,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,2150801,2150809,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,2156428,2156436,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,2175887,2175895,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,2198031,2198039,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,2262278,2262286,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,2269902,2269910,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,2286254,2286262,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,2290984,2290992,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,2295323,2295331,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,2305293,2305301,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,2306308,2306316,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,6,14,2333838,2333846,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,2336676,2336684,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,2345012,2345020,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,2368016,2368024,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,2386118,2386126,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,2531792,2531800,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,2551238,2551246,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,2583729,2583737,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,2587784,2587792,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,2619588,2619596,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,6,14,2708817,2708825,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,2721013,2721021,964,18.3
fabA_3_226,CP006698.1,92.308,13,1,0,5,17,2746708,2746720,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,2779807,2779815,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,6,14,2782584,2782592,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,2818443,2818451,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,2825901,2825909,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,2932756,2932764,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,2937230,2937238,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,2949168,2949176,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,2956331,2956339,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,2966014,2966022,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,2969177,2969185,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,4,12,2987443,2987451,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,2989290,2989298,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,3031763,3031771,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,3065927,3065935,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,3101808,3101816,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,3109403,3109411,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,3127064,3127072,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,3158712,3158720,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,3166008,3166016,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,3166380,3166388,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,3171233,3171241,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,3177475,3177483,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,3244309,3244317,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,3256329,3256337,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,3286101,3286109,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,3306930,3306938,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,3320015,3320023,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,3321124,3321132,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,3330728,3330736,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,3335617,3335625,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,3339243,3339251,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,3341060,3341068,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,3389725,3389733,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,3421754,3421762,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,3464130,3464138,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,3467087,3467095,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,3491303,3491311,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,3509568,3509576,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,3513970,3513978,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,3540905,3540913,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,3581968,3581976,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,3584742,3584750,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,3589049,3589057,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,3596371,3596379,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,3636292,3636300,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,3644045,3644053,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,3660290,3660298,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,3663555,3663563,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,3703566,3703574,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,3710509,3710517,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,3716254,3716262,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,3728670,3728678,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,6,14,3742799,3742807,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,3749813,3749821,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,3754222,3754230,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,3776931,3776939,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,3785582,3785590,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,4,12,3807169,3807177,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,3808713,3808721,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,3808774,3808782,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,3835274,3835282,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,3842180,3842188,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,3860474,3860482,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,3869747,3869755,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,3891756,3891764,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,3911525,3911533,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,6,14,3930101,3930109,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,3948729,3948737,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,3951422,3951430,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,3981013,3981021,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,4026122,4026130,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,4042548,4042556,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,4042716,4042724,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,4048397,4048405,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,4055547,4055555,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,6,14,4087252,4087260,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,4101610,4101618,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,4105458,4105466,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,4115953,4115961,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,4152394,4152402,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,4173668,4173676,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,4173836,4173844,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,4191337,4191345,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,4215071,4215079,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,4244518,4244526,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,4251360,4251368,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,4251691,4251699,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,4264486,4264494,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,6,14,4322288,4322296,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,4339245,4339253,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,4361730,4361738,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,4385218,4385226,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,4419881,4419889,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,4435031,4435039,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,4435035,4435043,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,4436407,4436415,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,4470121,4470129,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,4479202,4479210,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,4480889,4480897,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,4490238,4490246,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,4504873,4504881,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,4519863,4519871,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,4572707,4572715,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,6,14,4602285,4602293,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,4609809,4609817,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,9599,9591,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,11197,11189,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,19937,19929,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,26158,26150,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,27623,27615,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,44519,44511,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,50417,50409,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,53973,53965,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,70254,70246,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,82520,82512,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,138050,138042,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,180016,180008,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,188572,188564,964,18.3
fabA_3_226,CP006698.1,92.308,13,1,0,3,15,202385,202373,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,211493,211485,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,243877,243869,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,264388,264380,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,267582,267574,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,276816,276808,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,278356,278348,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,282408,282400,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,289826,289818,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,294379,294371,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,301783,301775,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,313649,313641,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,319698,319690,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,328827,328819,964,18.3
fabA_3_226,CP006698.1,92.308,13,1,0,3,15,340118,340106,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,345879,345871,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,356539,356531,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,356739,356731,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,358228,358220,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,368384,368376,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,1,9,371770,371762,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,407002,406994,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,422636,422628,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,9,17,430155,430147,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,432197,432189,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,2,10,446721,446713,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,459147,459139,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,5,13,465418,465410,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,502540,502532,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,3,11,510630,510622,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,516018,516010,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,516257,516249,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,533726,533718,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,535146,535138,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,549324,549316,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,569302,569294,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,7,15,640453,640445,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,11,19,695211,695203,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,8,16,711978,711970,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,10,18,776415,776407,964,18.3
fabA_3_226,CP006698.1,100,9,0,0,12,20,812597,812589,964,18.3
