Gene ID,Gene,Colonies,Attemps,Percent,LB_22hr,MOPS_24hr,MOPS_48hr,,,,,,,
ECK0373,yaiW,8,8,100.0 ,0.768 ,0.337 ,0.399 ,,,,,,,
ECK0374,yaiY,6,8,75.0 ,0.793 ,0.412 ,0.456 ,,,,,,,
ECK0375,yaiZ,8,8,100.0 ,0.735 ,0.281 ,0.214 ,,,,,,,
ECK0376,ddlA,8,8,100.0 ,0.860 ,0.268 ,0.324 ,,,,,,,
ECK0377,yaiB,6,8,75.0 ,0.797 ,0.317 ,0.344 ,,,,,,,
ECK0378,phoA,8,8,100.0 ,0.808 ,0.270 ,0.222 ,,,,,,,
ECK0379,psiF,6,8,75.0 ,0.728 ,0.361 ,0.387 ,,,,,,,
ECK0380,yaiC,8,8,100.0 ,0.781 ,0.468 ,0.547 ,,,,,,,
ECK0381,proC,7,8,87.5 ,0.752 ,0.002 ,0.001 ,,,,,,,
ECK0382,yaiI,8,8,100.0 ,0.761 ,0.340 ,0.408 ,,,,,,,
ECK0383,aroL,8,8,100.0 ,0.799 ,0.247 ,0.295 ,,,,,,,
ECK0384,yaiA,7,8,87.5 ,0.805 ,0.386 ,0.586 ,,,,,,,
ECK0385,aroM,6,8,75.0 ,0.682 ,0.261 ,0.145 ,,,,,,,
ECK0386,yaiE,8,8,100.0 ,0.818 ,0.230 ,0.154 ,,,,,,,
ECK0387,ykiA,7,8,87.5 ,0.836 ,0.325 ,0.358 ,,,,,,,
ECK0388,rdgC,8,8,100.0 ,0.839 ,0.384 ,0.453 ,,,,,,,
ECK0389,mak,6,8,75.0 ,0.766 ,0.352 ,0.277 ,,,,,,,
ECK0390,araJ,7,8,87.5 ,0.567 ,0.420 ,0.410 ,,,,,,,
ECK0391,sbcC,8,8,100.0 ,0.747 ,0.311 ,0.356 ,,,,,,,
ECK0392,sbcD,4,8,50.0 ,0.775 ,0.283 ,0.289 ,,,,,,,
ECK0393,phoB,8,8,100.0 ,0.767 ,0.305 ,0.302 ,,,,,,,
ECK0394,phoR,7,8,87.5 ,0.783 ,0.350 ,0.406 ,,,,,,,
ECK0395,brnQ,7,8,87.5 ,0.664 ,0.267 ,0.552 ,,,,,,,
ECK0396,proY,2,8,25.0 ,0.774 ,0.304 ,0.315 ,,,,,,,
ECK0397,malZ,5,8,62.5 ,0.836 ,0.231 ,0.254 ,,,,,,,
ECK0398,yajB,8,8,100.0 ,0.883 ,0.281 ,0.297 ,,,,,,,
ECK0399,queA,7,8,87.5 ,0.834 ,0.285 ,0.315 ,,,,,,,
ECK0400,tgt,6,8,75.0 ,0.765 ,0.360 ,0.416 ,,,,,,,
ECK0401,yajC,8,8,100.0 ,0.303 ,0.234 ,0.265 ,,,,,,,
ECK0402,secD,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0403,secF,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0404,yajD,8,8,100.0 ,0.892 ,0.337 ,0.383 ,,,,,,,
ECK0405,tsx,5,8,62.5 ,0.818 ,0.342 ,0.361 ,,,,,,,
ECK0406,yajI,5,8,62.5 ,0.727 ,0.347 ,0.420 ,,,,,,,
ECK0407,ybaD,5,8,62.5 ,0.803 ,0.224 ,0.290 ,,,,,,,
ECK0408,ribD,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0409,ribE,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0410,nusB,8,8,100.0 ,0.612 ,0.258 ,0.274 ,,,,,,,
ECK0411,thiL,0,8,0.0 ,N.A.,N.A.,N.A.,KC-primer redesign ,,,,,,
ECK0412,pgpA,4,8,50.0 ,0.655 ,0.183 ,0.147 ,5'_overlap,,,,,,
ECK0413,yajO,6,8,75.0 ,0.660 ,0.289 ,0.303 ,,,,,,,
ECK0414,dxs,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0415,ispA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0416,xseB,6,8,75.0 ,0.822 ,0.197 ,0.173 ,,,,,,,
ECK0417,thiI,8,8,100.0 ,0.713 ,0.190 ,0.177 ,,,,,,,
ECK0418,yajL,4,8,50.0 ,0.682 ,0.406 ,0.799 ,5'_overlap,,,,,,
ECK0419,panE,8,8,100.0 ,0.662 ,0.224 ,0.186 ,3'_overlap,,,,,,
ECK0420,yajQ,4,8,50.0 ,0.804 ,0.233 ,0.233 ,,,,,,,
ECK0421,yajR,8,8,100.0 ,0.712 ,0.343 ,0.494 ,,,,,,,
ECK0422,cyoE,7,8,87.5 ,0.505 ,0.397 ,0.655 ,,,,,,,
ECK0423,cyoD,5,8,62.5 ,0.756 ,0.262 ,0.273 ,,,,,,,
ECK0424,cyoC,5,8,62.5 ,0.705 ,0.212 ,0.206 ,5'_overlap,,,,,,
ECK0425,cyoB,7,8,87.5 ,0.717 ,0.240 ,0.251 ,,,,,,,
ECK0426,cyoA,7,8,87.5 ,0.710 ,0.270 ,0.269 ,,,,,,,
ECK0427,ampG,7,8,87.5 ,0.768 ,0.328 ,0.396 ,,,,,,,
ECK0428,yajG,8,8,100.0 ,0.663 ,0.296 ,0.247 ,,,,,,,
ECK0429,bolA,5,8,62.5 ,0.724 ,0.311 ,0.438 ,,,,,,,
ECK0430,tig,4,4,100.0 ,0.791 ,0.362 ,0.349 ,,,,,,,
ECK0431,clpP,4,4,100.0 ,0.571 ,0.216 ,0.206 ,,,,,,,
ECK0432,clpX,4,4,100.0 ,0.756 ,0.179 ,0.171 ,,,,,,,
ECK0433,lon,4,4,100.0 ,0.534 ,0.352 ,0.465 ,,,,,,,
ECK0434,hupB,3,4,75.0 ,0.792 ,0.339 ,0.375 ,,,,,,,
ECK0435,ppiD,6,8,75.0 ,0.713 ,0.254 ,0.269 ,,,,,,,
ECK0436,ybaV,2,8,25.0 ,0.792 ,0.271 ,0.263 ,,,,,,,
ECK0437,ybaW,2,8,25.0 ,0.794 ,0.317 ,0.341 ,,,,,,,
ECK0438,ybaX,8,8,100.0 ,0.750 ,0.508 ,0.621 ,,,,,,,
ECK0439,ybaE,8,8,100.0 ,0.811 ,0.289 ,0.369 ,,,,,,,
ECK0440,cof,6,8,75.0 ,0.801 ,0.245 ,0.181 ,,,,,,,
ECK0441,ybaO,8,8,100.0 ,0.661 ,0.372 ,0.427 ,,,,,,,
ECK0442,mdlA,8,8,100.0 ,0.600 ,0.324 ,0.592 ,,,,,,,
ECK0443,mdlB,7,8,87.5 ,0.800 ,0.366 ,0.496 ,5'_overlap,,,,,,
ECK0444,glnK,6,8,75.0 ,0.817 ,0.336 ,0.328 ,,,,,,,
ECK0445,amtB,6,8,75.0 ,0.810 ,0.265 ,0.200 ,,,,,,,
ECK0446,tesB,8,8,100.0 ,0.803 ,0.244 ,0.182 ,,,,,,,
ECK0447,ybaY,8,8,100.0 ,0.614 ,0.435 ,0.622 ,,,,,,,
ECK0448,ybaZ,8,8,100.0 ,0.793 ,0.300 ,0.333 ,,,,,,,
ECK0450,ybaA,8,8,100.0 ,0.765 ,0.253 ,0.261 ,,,,,,,
ECK0451,ylaB,8,8,100.0 ,0.806 ,0.304 ,0.306 ,,,,,,,
ECK0452,ylaC,6,8,75.0 ,0.750 ,0.308 ,0.279 ,,,,,,,
ECK0453,maa,6,8,75.0 ,0.783 ,0.301 ,0.375 ,,,,,,,
ECK0454,hha,4,4,100.0 ,0.718 ,0.343 ,0.327 ,,,,,,,
ECK0455,ybaJ,3,8,37.5 ,0.814 ,0.218 ,0.137 ,,,,,,,
ECK0456,acrB,6,8,75.0 ,0.791 ,0.246 ,0.240 ,,,,,,,
ECK0457,acrA,3,8,37.5 ,0.759 ,0.342 ,0.517 ,,,,,,,
ECK0458,acrR,7,8,87.5 ,0.505 ,0.292 ,0.343 ,,,,,,,
ECK0459,kefA,5,8,62.5 ,0.735 ,0.308 ,0.382 ,,,,,,,
ECK0460,ybaM,7,8,87.5 ,0.846 ,0.461 ,0.497 ,,,,,,,
ECK0461,priC,7,8,87.5 ,0.718 ,0.337 ,0.411 ,,,,,,,
ECK0462,ybaN,8,8,100.0 ,0.828 ,0.304 ,0.353 ,,,,,,,
ECK0463,apt,7,8,87.5 ,0.793 ,0.239 ,0.322 ,,,,,,,
ECK0464,dnaX,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0465,ybaB,8,8,100.0 ,0.819 ,0.340 ,0.362 ,,,,,,,
ECK0466,recR,6,8,75.0 ,0.740 ,0.308 ,0.332 ,,,,,,,
ECK0467,htpG,5,8,62.5 ,0.792 ,0.176 ,0.275 ,,,,,,,
ECK0468,adk,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0469,hemH,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0470,aes,3,8,37.5 ,0.740 ,0.186 ,0.187 ,,,,,,,
ECK0471,gsk,5,8,62.5 ,0.777 ,0.295 ,0.213 ,,,,,,,
ECK0472,ybaL,8,8,100.0 ,0.885 ,0.595 ,0.777 ,,,,,,,
ECK0473,fsr,8,8,100.0 ,0.791 ,0.284 ,0.415 ,,,,,,,
none,none,6,8,75.0 ,0.780 ,0.445 ,0.449 ,,,,,,,
ECK0474,ushA,4,8,50.0 ,0.739 ,0.312 ,0.237 ,,,,,,,
ECK0475,ybaK,8,8,100.0 ,0.664 ,0.330 ,0.455 ,,,,,,,
ECK0476,ybaP,6,8,75.0 ,0.861 ,0.317 ,0.342 ,,,,,,,
ECK0477,ybaQ,8,8,100.0 ,0.772 ,0.236 ,0.227 ,,,,,,,
ECK0478,copA,5,8,62.5 ,0.701 ,0.196 ,0.218 ,,,,,,,
ECK0479,ybaS,3,8,37.5 ,0.688 ,0.336 ,0.205 ,,,,,,,
ECK0480,ybaT,7,8,87.5 ,0.644 ,0.235 ,0.194 ,,,,,,,
ECK0481,cueR,2,8,25.0 ,0.780 ,0.302 ,0.315 ,,,,,,,
ECK0482,ybbJ,4,8,50.0 ,0.581 ,0.185 ,0.450 ,,,,,,,
ECK0483,ybbK,8,8,100.0 ,0.677 ,0.281 ,0.282 ,,,,,,,
ECK0484,ybbL,8,8,100.0 ,0.672 ,0.237 ,0.258 ,,,,,,,
ECK0485,ybbM,7,8,87.5 ,0.810 ,0.370 ,0.355 ,5'_overlap,,,,,,
ECK0486,ybbN,7,8,87.5 ,0.828 ,0.373 ,0.411 ,,,,,,,
ECK0487,ybbO,8,8,100.0 ,0.805 ,0.357 ,0.413 ,5'_overlap,,,,,,
ECK0488,tesA,4,4,100.0 ,0.802 ,0.224 ,0.340 ,5'_overlap,,,,,,
ECK0489,ybbA,4,8,50.0 ,0.728 ,0.298 ,0.317 ,5'_overlap,,,,,,
ECK0490,ybbP,8,8,100.0 ,0.789 ,0.314 ,0.399 ,,,,,,,
ECK0491,rhsD,4,8,50.0 ,0.732 ,0.281 ,0.301 ,,,,,,,
ECK0492,ybbC,7,8,87.5 ,0.489 ,0.306 ,0.352 ,,,,,,,
ECK0493,ylbH,6,8,75.0 ,0.779 ,0.315 ,0.373 ,,,,,,,
ECK0494,ybbD,8,8,100.0 ,0.828 ,0.319 ,0.361 ,5'_overlap,,,,,,
none,none,8,8,100.0 ,0.681 ,0.416 ,0.457 ,5'_overlap,,,,,,
none,none,8,8,100.0 ,0.701 ,0.351 ,0.406 ,,,,,,,
ECK0496,ybbB,8,8,100.0 ,0.783 ,0.300 ,0.248 ,,,,,,,
ECK0497,ybbS,7,8,87.5 ,0.782 ,0.255 ,0.261 ,,,,,,,
ECK0498,allA,8,8,100.0 ,0.757 ,0.214 ,0.210 ,,,,,,,
ECK0499,allR,7,8,87.5 ,0.818 ,0.229 ,0.332 ,,,,,,,
ECK0500,gcl,2,8,25.0 ,0.869 ,0.307 ,0.217 ,,,,,,,
ECK0501,hyi,7,8,87.5 ,0.750 ,0.191 ,0.197 ,,,,,,,
ECK0502,glxR,5,8,62.5 ,0.765 ,0.226 ,0.231 ,,,,,,,
ECK0503,ybbV,4,4,100.0 ,0.771 ,0.250 ,0.247 ,3'_overlap,,,,,,
ECK0504,ybbW,8,8,100.0 ,0.800 ,0.367 ,0.419 ,5'_overlap,,,,,,
ECK0505,allB,7,8,87.5 ,0.761 ,0.280 ,0.349 ,,,,,,,
ECK0506,ybbY,8,8,100.0 ,0.764 ,0.331 ,0.336 ,,,,,,,
ECK0507,glxK,8,8,100.0 ,0.710 ,0.507 ,0.718 ,,,,,,,
ECK0508,ylbA,8,8,100.0 ,0.844 ,0.376 ,0.643 ,,,,,,,
ECK0509,allC,8,8,100.0 ,0.777 ,0.261 ,0.237 ,,,,,,,
ECK0510,allD,3,4,75.0 ,0.661 ,0.413 ,0.585 ,,,,,,,
ECK0511,fdrA,8,8,100.0 ,0.840 ,0.243 ,0.325 ,,,,,,,
ECK0512,ylbE,3,4,75.0 ,0.765 ,0.269 ,0.269 ,,,,,,,
ECK0512,ylbE,6,8,75.0 ,0.895 ,0.300 ,0.318 ,,,,,,,
ECK0513,ylbF,8,8,100.0 ,0.835 ,0.338 ,0.388 ,,,,,,,
ECK0514,ybcF,7,8,87.5 ,0.786 ,0.261 ,0.332 ,,,,,,,
ECK0515,purK,8,8,100.0 ,0.524 ,0.002 ,0.013 ,,,,,,,
ECK0516,purE,8,8,100.0 ,0.496 ,0.000 ,0.000 ,,,,,,,
ECK0517,lpxH,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0518,ppiB,7,8,87.5 ,0.684 ,0.337 ,0.365 ,,,,,,,
ECK0519,cysS,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0520,ybcI,8,8,100.0 ,0.753 ,0.416 ,0.544 ,,,,,,,
ECK0521,ybcJ,8,8,100.0 ,0.802 ,0.289 ,0.343 ,,,,,,,
ECK0522,folD,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0523,sfmA,5,8,62.5 ,0.794 ,0.273 ,0.303 ,,,,,,,
ECK0524,sfmC,6,8,75.0 ,0.766 ,0.365 ,0.436 ,,,,,,,
ECK0525,sfmD,4,4,100.0 ,0.725 ,0.345 ,0.344 ,,,,,,,
ECK0526,sfmH,3,8,37.5 ,0.760 ,0.387 ,0.431 ,,,,,,,
ECK0527,sfmF,6,8,75.0 ,0.748 ,0.331 ,0.356 ,,,,,,,
ECK0528,fimZ,4,8,50.0 ,0.788 ,0.443 ,0.476 ,,,,,,,
ECK0530,intD,8,8,100.0 ,0.773 ,0.267 ,0.379 ,,,,,,,
ECK0531,ybcC,8,8,100.0 ,0.739 ,0.324 ,0.393 ,,,,,,,
ECK0532,ybcD,8,8,100.0 ,0.771 ,0.352 ,0.445 ,,,,,,,
ECK0298,insE,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK0299,insF,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK0533,renD,8,8,100.0 ,0.774 ,0.354 ,0.531 ,,,,,,,
ECK0534,emrE,5,8,62.5 ,0.701 ,0.349 ,0.371 ,,,,,,,
none,none,7,8,87.5 ,0.836 ,0.395 ,0.360 ,,,,,,,
ECK0535,ybcK,4,4,100.0 ,0.668 ,0.280 ,0.349 ,,,,,,,
ECK0536,ybcL,5,8,62.5 ,0.807 ,0.257 ,0.272 ,,,,,,,
ECK0537,ybcM,8,8,100.0 ,0.773 ,0.430 ,0.314 ,,,,,,,
ECK0538,ybcN,8,8,100.0 ,0.770 ,0.460 ,0.557 ,,,,,,,
ECK0539,ninE,8,8,100.0 ,0.924 ,0.317 ,0.353 ,,,,,,,
ECK0540,ybcO,7,8,87.5 ,0.857 ,0.261 ,0.269 ,5'_overlap,,,,,,
ECK0541,rusA,7,8,87.5 ,0.749 ,0.276 ,0.305 ,,,,,,,
ECK0542,ylcG,6,8,75.0 ,0.720 ,0.245 ,0.279 ,,,,,,,
ECK0543,ybcQ,8,8,100.0 ,0.800 ,0.404 ,0.540 ,,,,,,,
ECK0261,insH,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK0544,nmpC,7,8,87.5 ,0.762 ,0.393 ,0.509 ,,,,,,,
ECK0545,essD,8,8,100.0 ,0.781 ,0.226 ,0.217 ,,,,,,,
ECK0546,ybcS,8,8,100.0 ,0.724 ,0.293 ,0.334 ,,,,,,,
ECK0547,rzpD,8,8,100.0 ,0.817 ,0.240 ,0.231 ,3'_overlap,,,,,,
ECK0548,rzoD,8,8,100.0 ,0.780 ,0.387 ,0.399 ,5'_overlap,,,,,,
ECK0549,borD,8,8,100.0 ,0.716 ,0.386 ,0.468 ,,,,,,,
ECK0550,ybcV,5,8,62.5 ,0.813 ,0.254 ,0.204 ,,,,,,,
ECK0551,ybcW,3,4,75.0 ,0.524 ,0.333 ,0.379 ,,,,,,,
ECK0552,nohB,7,8,87.5 ,0.853 ,0.404 ,0.400 ,,,,,,,
ECK0553,tfaD,8,8,100.0 ,0.836 ,0.292 ,0.289 ,,,,,,,
ECK0554,ybcY,4,4,100.0 ,0.713 ,0.333 ,0.340 ,,,,,,,
ECK0555,ylcE,2,4,50.0 ,0.624 ,0.358 ,0.399 ,,,,,,,
ECK0556,appY,4,4,100.0 ,0.791 ,0.244 ,0.118 ,,,,,,,
ECK0557,ompT,4,4,100.0 ,0.808 ,0.200 ,0.117 ,,,,,,,
ECK0558,envY,4,4,100.0 ,0.846 ,0.176 ,0.167 ,,,,,,,
ECK0559,ybcH,7,8,87.5 ,0.942 ,0.298 ,0.321 ,,,,,,,
ECK0560,nfrA,4,4,100.0 ,0.812 ,0.334 ,0.375 ,5'_overlap,,,,,,
ECK0561,nfrB,6,8,75.0 ,0.749 ,0.271 ,0.301 ,,,,,,,
ECK0562,cusS,8,8,100.0 ,0.814 ,0.249 ,0.233 ,5'_overlap,,,,,,
ECK0563,cusR,8,8,100.0 ,0.758 ,0.357 ,0.439 ,,,,,,,
ECK0564,cusC,4,4,100.0 ,0.779 ,0.300 ,0.335 ,,,,,,,
ECK0565,cusF,7,8,87.5 ,0.831 ,0.520 ,0.706 ,,,,,,,
ECK0566,cusB,8,8,100.0 ,0.842 ,0.296 ,0.280 ,,,,,,,
ECK0567,cusA,8,8,100.0 ,0.855 ,0.303 ,0.294 ,,,,,,,
ECK0568,pheP,3,8,37.5 ,0.778 ,0.208 ,0.115 ,,,,,,,
ECK0569,ybdG,8,8,100.0 ,0.816 ,0.286 ,0.328 ,,,,,,,
ECK0570,nfnB,7,8,87.5 ,0.765 ,0.257 ,0.332 ,,,,,,,
ECK0571,ybdF,8,8,100.0 ,0.804 ,0.378 ,0.392 ,,,,,,,
ECK0572,ybdJ,5,8,62.5 ,0.824 ,0.343 ,0.413 ,,,,,,,
ECK0573,ybdK,7,8,87.5 ,0.732 ,0.332 ,0.360 ,,,,,,,
ECK0574,hokE,5,8,62.5 ,0.716 ,0.276 ,0.346 ,,,,,,,
ECK0016,insL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK0575,entD,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0576,fepA,6,8,75.0 ,0.826 ,0.360 ,0.474 ,,,,,,,
ECK0577,fes,2,8,25.0 ,0.409 ,0.236 ,0.237 ,,,,,,,
ECK0578,ybdZ,8,8,100.0 ,0.755 ,0.251 ,0.299 ,,,,,,,
ECK0579,entF,6,8,75.0 ,0.811 ,0.295 ,0.205 ,,,,,,,
ECK0580,fepE,4,8,50.0 ,0.815 ,0.213 ,0.203 ,,,,,,,
ECK0581,fepC,2,8,25.0 ,0.812 ,0.319 ,0.309 ,,,,,,,
ECK0582,fepG,8,8,100.0 ,0.702 ,0.224 ,0.508 ,,,,,,,
ECK0583,fepD,7,8,87.5 ,0.811 ,0.360 ,0.377 ,,,,,,,
ECK0584,ybdA,8,8,100.0 ,0.662 ,0.242 ,0.181 ,,,,,,,
ECK0585,fepB,6,8,75.0 ,0.817 ,0.305 ,0.302 ,,,,,,,
ECK0586,entC,5,8,62.5 ,0.824 ,0.299 ,0.408 ,,,,,,,
ECK0587,entE,7,8,87.5 ,0.666 ,0.303 ,0.457 ,,,,,,,
ECK0588,entB,6,8,75.0 ,0.694 ,0.318 ,0.408 ,,,,,,,
ECK0589,entA,7,8,87.5 ,0.791 ,0.353 ,0.400 ,,,,,,,
ECK0590,ybdB,3,8,37.5 ,0.843 ,0.202 ,0.239 ,,,,,,,
ECK0591,cstA,7,8,87.5 ,0.808 ,0.397 ,0.432 ,,,,,,,
ECK0592,ybdD,7,8,87.5 ,0.798 ,0.302 ,0.328 ,,,,,,,
ECK0593,ybdH,8,8,100.0 ,0.712 ,0.260 ,0.290 ,,,,,,,
ECK0594,ybdL,3,8,37.5 ,0.822 ,0.227 ,0.320 ,,,,,,,
ECK0595,ybdM,8,8,100.0 ,0.803 ,0.348 ,0.366 ,5'_overlap,,,,,,
ECK0596,ybdN,8,8,100.0 ,0.734 ,0.394 ,0.603 ,3'_overlap,,,,,,
ECK0597,ybdO,4,4,100.0 ,0.823 ,0.293 ,0.285 ,,,,,,,
ECK0598,dsbG,7,8,87.5 ,0.854 ,0.415 ,0.500 ,,,,,,,
ECK0599,ahpC,2,8,25.0 ,0.740 ,0.528 ,0.732 ,,,,,,,
ECK0600,ahpF,4,4,100.0 ,0.724 ,0.316 ,0.360 ,,,,,,,
ECK0601,uspG,8,8,100.0 ,0.838 ,0.355 ,0.369 ,,,,,,,
ECK0602,ybdR,4,8,50.0 ,0.794 ,0.294 ,0.268 ,,,,,,,
ECK0603,rnk,8,8,100.0 ,0.810 ,0.365 ,0.319 ,,,,,,,
ECK0604,rna,5,8,62.5 ,0.736 ,0.364 ,0.537 ,,,,,,,
ECK0605,citT,8,8,100.0 ,0.802 ,0.391 ,0.383 ,,,,,,,
ECK0606,citG,8,8,100.0 ,0.737 ,0.375 ,0.406 ,5'_overlap,,,,,,
ECK0607,citX,7,8,87.5 ,0.840 ,0.373 ,0.440 ,3'_overlap,,,,,,
ECK0608,citF,7,8,87.5 ,0.765 ,0.288 ,0.364 ,,,,,,,
ECK0609,citE,7,8,87.5 ,0.787 ,0.304 ,0.312 ,,,,,,,
ECK0610,citD,8,8,100.0 ,0.778 ,0.231 ,0.247 ,,,,,,,
ECK0611,citC,7,8,87.5 ,0.760 ,0.446 ,0.452 ,,,,,,,
ECK0612,citA,8,8,100.0 ,0.816 ,0.275 ,0.313 ,3'_overlap,,,,,,
ECK0613,citB,8,8,100.0 ,0.831 ,0.241 ,0.244 ,5'_overlap,,,,,,
ECK0614,dcuC,2,8,25.0 ,0.773 ,0.407 ,0.473 ,"5'_overlap, Primer was designed for W3110 sequence.",,,,,,
ECK0261,insH,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK0614,dcuC,3,8,37.5 ,0.545 ,0.342 ,0.435 ,Primer was designed for W3110 sequence.,,,,,,
ECK0615,crcA,6,8,75.0 ,0.830 ,0.252 ,0.110 ,,,,,,,
ECK0616,cspE,8,8,100.0 ,1.001 ,0.362 ,0.444 ,,,,,,,
ECK0617,crcB,8,8,100.0 ,0.781 ,0.326 ,0.387 ,,,,,,,
ECK0618,ybeH,8,8,100.0 ,0.795 ,0.342 ,0.419 ,,,,,,,
ECK0619,ybeM,8,8,100.0 ,0.807 ,0.305 ,0.353 ,,,,,,,
ECK0620,tatE,8,8,100.0 ,0.829 ,0.320 ,0.397 ,,,,,,,
ECK0621,lipA,3,8,37.5 ,0.296 ,0.022 ,0.136 ,,,,,,,
ECK0622,ybeF,4,4,100.0 ,0.839 ,0.303 ,0.194 ,,,,,,,
ECK0623,lipB,2,8,25.0 ,0.552 ,0.033 ,0.158 ,,,,,,,
ECK0624,ybeD,8,8,100.0 ,0.341 ,0.481 ,0.752 ,,,,,,,
ECK0625,dacA,4,4,100.0 ,0.724 ,0.207 ,0.195 ,,,,,,,
ECK0626,rlpA,8,8,100.0 ,0.781 ,0.370 ,0.394 ,,,,,,,
ECK0627,mrdB,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0628,mrdA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0629,ybeA,6,8,75.0 ,0.705 ,0.392 ,0.408 ,,,,,,,
ECK0630,ybeB,6,8,75.0 ,0.690 ,0.324 ,0.368 ,,,,,,,
ECK0631,cobC,2,8,25.0 ,0.721 ,0.197 ,0.183 ,,,,,,,
ECK0632,nadD,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0633,holA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0634,rlpB,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0635,leuS,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0636,ybeL,6,8,75.0 ,0.831 ,0.281 ,0.200 ,,,,,,,
ECK0637,ybeQ,7,8,87.5 ,0.794 ,0.367 ,0.446 ,,,,,,,
ECK0638,ybeR,6,8,75.0 ,0.792 ,0.308 ,0.338 ,,,,,,,
ECK0639,djlB,8,8,100.0 ,0.821 ,0.395 ,0.454 ,,,,,,,
ECK0640,ybeT,2,8,25.0 ,0.760 ,0.352 ,0.448 ,,,,,,,
ECK0641,ybeU,6,8,75.0 ,0.664 ,0.414 ,0.639 ,,,,,,,
ECK0642,djlC,3,8,37.5 ,0.803 ,0.393 ,0.463 ,,,,,,,
ECK0643,hscC,8,8,100.0 ,0.732 ,0.289 ,0.282 ,,,,,,,
ECK0644,rihA,8,8,100.0 ,0.774 ,0.240 ,0.252 ,,,,,,,
ECK0645,gltL,8,8,100.0 ,0.757 ,0.430 ,0.374 ,,,,,,,
ECK0646,gltK,7,8,87.5 ,0.701 ,0.349 ,0.434 ,,,,,,,
ECK0647,gltJ,8,8,100.0 ,0.725 ,0.328 ,0.374 ,,,,,,,
ECK0648,gltI,3,8,37.5 ,0.717 ,0.360 ,0.414 ,,,,,,,
ECK0261,insH,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK0649,lnt,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0650,ybeX,8,8,100.0 ,0.811 ,0.359 ,0.411 ,,,,,,,
ECK0651,ybeY,7,8,87.5 ,0.467 ,0.281 ,0.287 ,,,,,,,
ECK0652,ybeZ,3,8,37.5 ,0.771 ,0.261 ,0.265 ,,,,,,,
ECK0653,miaB,4,4,100.0 ,0.763 ,0.248 ,0.341 ,,,,,,,
ECK0654,ubiF,8,8,100.0 ,0.308 ,0.215 ,0.189 ,,,,,,,
ECK0662,asnB,8,8,100.0 ,0.746 ,0.344 ,0.386 ,,,,,,,
ECK0663,nagD,8,8,100.0 ,0.786 ,0.344 ,0.370 ,,,,,,,
ECK0664,nagC,4,4,100.0 ,0.415 ,0.258 ,0.193 ,,,,,,,
ECK0665,nagA,8,8,100.0 ,0.752 ,0.292 ,0.341 ,,,,,,,
ECK0666,nagB,5,8,62.5 ,0.738 ,0.326 ,0.407 ,,,,,,,
ECK0667,nagE,7,8,87.5 ,0.722 ,0.285 ,0.374 ,,,,,,,
ECK0668,glnS,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0669,ybfM,8,8,100.0 ,0.808 ,0.379 ,0.454 ,,,,,,,
ECK0670,ybfN,7,8,87.5 ,0.761 ,0.299 ,0.296 ,,,,,,,
ECK0671,fur,4,4,100.0 ,0.582 ,0.201 ,0.174 ,,,,,,,
none,none,7,8,87.5 ,0.744 ,0.159 ,0.161 ,,,,,,,
ECK0672,fldA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK0673,ybfE,8,8,100.0 ,0.717 ,0.284 ,0.474 ,,,,,,,
